#Cube
#Cube1
0 0 0
10 0 0
10 10 0
0 10 0
0 0 0


0 0 10
10 0 10
10 10 10
0 10 10
0 0 10


0 0 0
0 0 10


10 0 0
10 0 10


10 10 0
10 10 10


0 10 0
0 10 10




#Cone
#Pyramid1
0.0001 0 0
9.96195e-05 8.71557e-06 0
9.84808e-05 1.73648e-05 0
9.65926e-05 2.58819e-05 0
9.39693e-05 3.4202e-05 0
9.06308e-05 4.22618e-05 0
8.66025e-05 5e-05 0
8.19152e-05 5.73576e-05 0
7.66044e-05 6.42788e-05 0
7.07107e-05 7.07107e-05 0
6.42788e-05 7.66044e-05 0
5.73576e-05 8.19152e-05 0
5e-05 8.66025e-05 0
4.22618e-05 9.06308e-05 0
3.4202e-05 9.39693e-05 0
2.58819e-05 9.65926e-05 0
1.73648e-05 9.84808e-05 0
8.71557e-06 9.96195e-05 0
6.12323e-21 0.0001 0
-8.71557e-06 9.96195e-05 0
-1.73648e-05 9.84808e-05 0
-2.58819e-05 9.65926e-05 0
-3.4202e-05 9.39693e-05 0
-4.22618e-05 9.06308e-05 0
-5e-05 8.66025e-05 0
-5.73576e-05 8.19152e-05 0
-6.42788e-05 7.66044e-05 0
-7.07107e-05 7.07107e-05 0
-7.66044e-05 6.42788e-05 0
-8.19152e-05 5.73576e-05 0
-8.66025e-05 5e-05 0
-9.06308e-05 4.22618e-05 0
-9.39693e-05 3.4202e-05 0
-9.65926e-05 2.58819e-05 0
-9.84808e-05 1.73648e-05 0
-9.96195e-05 8.71557e-06 0
-0.0001 1.22465e-20 0
-9.96195e-05 -8.71557e-06 0
-9.84808e-05 -1.73648e-05 0
-9.65926e-05 -2.58819e-05 0
-9.39693e-05 -3.4202e-05 0
-9.06308e-05 -4.22618e-05 0
-8.66025e-05 -5e-05 0
-8.19152e-05 -5.73576e-05 0
-7.66044e-05 -6.42788e-05 0
-7.07107e-05 -7.07107e-05 0
-6.42788e-05 -7.66044e-05 0
-5.73576e-05 -8.19152e-05 0
-5e-05 -8.66025e-05 0
-4.22618e-05 -9.06308e-05 0
-3.4202e-05 -9.39693e-05 0
-2.58819e-05 -9.65926e-05 0
-1.73648e-05 -9.84808e-05 0
-8.71557e-06 -9.96195e-05 0
-1.83697e-20 -0.0001 0
8.71557e-06 -9.96195e-05 0
1.73648e-05 -9.84808e-05 0
2.58819e-05 -9.65926e-05 0
3.4202e-05 -9.39693e-05 0
4.22618e-05 -9.06308e-05 0
5e-05 -8.66025e-05 0
5.73576e-05 -8.19152e-05 0
6.42788e-05 -7.66044e-05 0
7.07107e-05 -7.07107e-05 0
7.66044e-05 -6.42788e-05 0
8.19152e-05 -5.73576e-05 0
8.66025e-05 -5e-05 0
9.06308e-05 -4.22618e-05 0
9.39693e-05 -3.4202e-05 0
9.65926e-05 -2.58819e-05 0
9.84808e-05 -1.73648e-05 0
9.96195e-05 -8.71557e-06 0
0.0001 -2.44929e-20 0
0.0001 0 0


0.0001 0 0
0 0 0.0001
9.96195e-05 8.71557e-06 0
0 0 0.0001
9.84808e-05 1.73648e-05 0
0 0 0.0001
9.65926e-05 2.58819e-05 0
0 0 0.0001
9.39693e-05 3.4202e-05 0
0 0 0.0001
9.06308e-05 4.22618e-05 0
0 0 0.0001
8.66025e-05 5e-05 0
0 0 0.0001
8.19152e-05 5.73576e-05 0
0 0 0.0001
7.66044e-05 6.42788e-05 0
0 0 0.0001
7.07107e-05 7.07107e-05 0
0 0 0.0001
6.42788e-05 7.66044e-05 0
0 0 0.0001
5.73576e-05 8.19152e-05 0
0 0 0.0001
5e-05 8.66025e-05 0
0 0 0.0001
4.22618e-05 9.06308e-05 0
0 0 0.0001
3.4202e-05 9.39693e-05 0
0 0 0.0001
2.58819e-05 9.65926e-05 0
0 0 0.0001
1.73648e-05 9.84808e-05 0
0 0 0.0001
8.71557e-06 9.96195e-05 0
0 0 0.0001
6.12323e-21 0.0001 0
0 0 0.0001
-8.71557e-06 9.96195e-05 0
0 0 0.0001
-1.73648e-05 9.84808e-05 0
0 0 0.0001
-2.58819e-05 9.65926e-05 0
0 0 0.0001
-3.4202e-05 9.39693e-05 0
0 0 0.0001
-4.22618e-05 9.06308e-05 0
0 0 0.0001
-5e-05 8.66025e-05 0
0 0 0.0001
-5.73576e-05 8.19152e-05 0
0 0 0.0001
-6.42788e-05 7.66044e-05 0
0 0 0.0001
-7.07107e-05 7.07107e-05 0
0 0 0.0001
-7.66044e-05 6.42788e-05 0
0 0 0.0001
-8.19152e-05 5.73576e-05 0
0 0 0.0001
-8.66025e-05 5e-05 0
0 0 0.0001
-9.06308e-05 4.22618e-05 0
0 0 0.0001
-9.39693e-05 3.4202e-05 0
0 0 0.0001
-9.65926e-05 2.58819e-05 0
0 0 0.0001
-9.84808e-05 1.73648e-05 0
0 0 0.0001
-9.96195e-05 8.71557e-06 0
0 0 0.0001
-0.0001 1.22465e-20 0
0 0 0.0001
-9.96195e-05 -8.71557e-06 0
0 0 0.0001
-9.84808e-05 -1.73648e-05 0
0 0 0.0001
-9.65926e-05 -2.58819e-05 0
0 0 0.0001
-9.39693e-05 -3.4202e-05 0
0 0 0.0001
-9.06308e-05 -4.22618e-05 0
0 0 0.0001
-8.66025e-05 -5e-05 0
0 0 0.0001
-8.19152e-05 -5.73576e-05 0
0 0 0.0001
-7.66044e-05 -6.42788e-05 0
0 0 0.0001
-7.07107e-05 -7.07107e-05 0
0 0 0.0001
-6.42788e-05 -7.66044e-05 0
0 0 0.0001
-5.73576e-05 -8.19152e-05 0
0 0 0.0001
-5e-05 -8.66025e-05 0
0 0 0.0001
-4.22618e-05 -9.06308e-05 0
0 0 0.0001
-3.4202e-05 -9.39693e-05 0
0 0 0.0001
-2.58819e-05 -9.65926e-05 0
0 0 0.0001
-1.73648e-05 -9.84808e-05 0
0 0 0.0001
-8.71557e-06 -9.96195e-05 0
0 0 0.0001
-1.83697e-20 -0.0001 0
0 0 0.0001
8.71557e-06 -9.96195e-05 0
0 0 0.0001
1.73648e-05 -9.84808e-05 0
0 0 0.0001
2.58819e-05 -9.65926e-05 0
0 0 0.0001
3.4202e-05 -9.39693e-05 0
0 0 0.0001
4.22618e-05 -9.06308e-05 0
0 0 0.0001
5e-05 -8.66025e-05 0
0 0 0.0001
5.73576e-05 -8.19152e-05 0
0 0 0.0001
6.42788e-05 -7.66044e-05 0
0 0 0.0001
7.07107e-05 -7.07107e-05 0
0 0 0.0001
7.66044e-05 -6.42788e-05 0
0 0 0.0001
8.19152e-05 -5.73576e-05 0
0 0 0.0001
8.66025e-05 -5e-05 0
0 0 0.0001
9.06308e-05 -4.22618e-05 0
0 0 0.0001
9.39693e-05 -3.4202e-05 0
0 0 0.0001
9.65926e-05 -2.58819e-05 0
0 0 0.0001
9.84808e-05 -1.73648e-05 0
0 0 0.0001
9.96195e-05 -8.71557e-06 0
0 0 0.0001
0.0001 -2.44929e-20 0
0 0 0.0001




#Cube
#Cube1
0 0 0
10 0 0
10 10 0
0 10 0
0 0 0


0 0 10
10 0 10
10 10 10
0 10 10
0 0 10


0 0 0
0 0 10


10 0 0
10 0 10


10 10 0
10 10 10


0 10 0
0 10 10




#Cuboid
#Cuboid1
0 0 0
10 0 0
10 10 0
0 10 0
0 0 0


0 0 10
10 0 10
10 10 10
0 10 10
0 0 10


0 0 0
0 0 10


10 0 0
10 0 10


10 10 0
10 10 10


0 10 0
0 10 10




#Sphere
#Sphere1
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5
0 0 5


0.218097 0 4.99524
0.217267 0.0190084 4.99524
0.214784 0.0378721 4.99524
0.210665 0.0564476 4.99524
0.204944 0.0745935 4.99524
0.197663 0.0921717 4.99524
0.188877 0.109048 4.99524
0.178655 0.125095 4.99524
0.167072 0.14019 4.99524
0.154218 0.154218 4.99524
0.14019 0.167072 4.99524
0.125095 0.178655 4.99524
0.109048 0.188877 4.99524
0.0921717 0.197663 4.99524
0.0745935 0.204944 4.99524
0.0564476 0.210665 4.99524
0.0378721 0.214784 4.99524
0.0190084 0.217267 4.99524
1.33546e-17 0.218097 4.99524
-0.0190084 0.217267 4.99524
-0.0378721 0.214784 4.99524
-0.0564476 0.210665 4.99524
-0.0745935 0.204944 4.99524
-0.0921717 0.197663 4.99524
-0.109048 0.188877 4.99524
-0.125095 0.178655 4.99524
-0.14019 0.167072 4.99524
-0.154218 0.154218 4.99524
-0.167072 0.14019 4.99524
-0.178655 0.125095 4.99524
