#Sphere
#Sphere1
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2
0 0 2


0.0872388 0 1.9981
0.0869068 0.00760336 1.9981
0.0859134 0.0151489 1.9981
0.0842662 0.0225791 1.9981
0.0819776 0.0298374 1.9981
0.0790652 0.0368687 1.9981
0.075551 0.0436194 1.9981
0.0714618 0.0500381 1.9981
0.0668288 0.056076 1.9981
0.0616871 0.0616871 1.9981
0.056076 0.0668288 1.9981
0.0500381 0.0714618 1.9981
0.0436194 0.075551 1.9981
0.0368687 0.0790652 1.9981
0.0298374 0.0819776 1.9981
0.0225791 0.0842662 1.9981
0.0151489 0.0859134 1.9981
0.00760336 0.0869068 1.9981
5.34183e-18 0.0872388 1.9981
-0.00760336 0.0869068 1.9981
-0.0151489 0.0859134 1.9981
-0.0225791 0.0842662 1.9981
-0.0298374 0.0819776 1.9981
-0.0368687 0.0790652 1.9981
-0.0436194 0.075551 1.9981
-0.0500381 0.0714618 1.9981
-0.056076 0.0668288 1.9981
-0.0616871 0.0616871 1.9981
-0.0668288 0.056076 1.9981
-0.0714618 0.0500381 1.9981
-0.075551 0.0436194 1.9981
-0.0790652 0.0368687 1.9981
-0.0819776 0.0298374 1.9981
-0.0842662 0.0225791 1.9981
-0.0859134 0.0151489 1.9981
-0.0869068 0.00760336 1.9981
-0.0872388 1.06837e-17 1.9981
-0.0869068 -0.00760336 1.9981
-0.0859134 -0.0151489 1.9981
-0.0842662 -0.0225791 1.9981
-0.0819776 -0.0298374 1.9981
-0.0790652 -0.0368687 1.9981
-0.075551 -0.0436194 1.9981
-0.0714618 -0.0500381 1.9981
-0.0668288 -0.056076 1.9981
-0.0616871 -0.0616871 1.9981
-0.056076 -0.0668288 1.9981
-0.0500381 -0.0714618 1.9981
-0.0436194 -0.075551 1.9981
-0.0368687 -0.0790652 1.9981
-0.0298374 -0.0819776 1.9981
-0.0225791 -0.0842662 1.9981
-0.0151489 -0.0859134 1.9981
-0.00760336 -0.0869068 1.9981
-1.60255e-17 -0.0872388 1.9981
0.00760336 -0.0869068 1.9981
0.0151489 -0.0859134 1.9981
0.0225791 -0.0842662 1.9981
0.0298374 -0.0819776 1.9981
0.0368687 -0.0790652 1.9981
0.0436194 -0.075551 1.9981
0.0500381 -0.0714618 1.9981
